Desc	Publish Date	Currency	Price	Año	Color	Tipo de combustible	Puertas	Transmisión	Motor	Tipo de carrocería	Kilómetros	Codigo	Seller Type	Reputation Code	Brand	Model	Loc1	Loc2	Loc3
Peugeot 207 1.4 Allure 75cv	2020-10-06	$	720000	2014	Gris	Nafta	5	Manual	1.4	Hatchback	70000	MLA872011615	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	General San Martín	Villa Maipú
Peugeot 207 1.4 Allure 75cv	2020-10-10	$	665000	2014	Blanco	Nafta	5	Manual	1.4	Hatchback	87000	MLA895931403	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	La Plata
Peugeot 207 1.4 Allure 75cv	2020-03-09	$	679154	2014	Gris	Nafta	5	Manual	1.4	Hatchback	90000	MLA876596774	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	La Matanza	San Justo
Peugeot 207 1.4 Xs	2020-10-29	$	475900	2009	Gris	Nafta	5	Manual	1.4	Hatchback	115000	MLA886074283	car_dealer	4_light_green	Peugeot	207	Capital Federal	Capital Federal	Villa Devoto
Peugeot 207 1.4 Feline Hdi 70cv	2020-10-30	$	700000	2013		Diésel	5	Manual	1.4	Hatchback	82000	MLA886139299	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Quilmes	none
Peugeot 207 1.9 Xrd	2020-02-12	$	430000	2009		Diésel	5	Manual	1.9	Hatchback	146000								
Peugeot 207 2.0 Sedan Xt Hdi	2020-11-09	$	662000	2010	Gris	Diésel	4	Manual	2.0	Sedán	123942	MLA878194216	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Los Naranjos
Peugeot 207 1.6 Gti 156cv 5 p	2020-10-15	$	930000	2011		Nafta	5	Manual	1.6	Hatchback	78600	MLA884098895	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.6 Sedan Xt Tiptronic	2020-03-11	$	520000	2009	Gris	Nafta	5	Automática	1.6	Sedán	161500	MLA886626346	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Norte	General San Martín	Villa San Andrés
Peugeot 207 1.4 Allure Hdi 70cv	2020-10-15	$	715000	2014	Plateado	Diésel	5	Manual	1.4	Hatchback	65000	MLA884018381	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	San Fernando	Victoria
Peugeot 207 1.4 Xs	2020-10-29	$	549000	2011	Negro	Nafta	5	Manual	1.4	Hatchback	117000	MLA885962407	car_dealer	4_light_green	Peugeot	207	Capital Federal	Capital Federal	Belgrano
Peugeot 207 1.6 Sedan Xt	2020-09-24	$	598000	2010	Plateado	Nafta	4	Manual	1.6	Sedán	73500	MLA880582037	car_dealer	5_green	Peugeot	207	Bs.As. G.B.A. Sur	Avellaneda	none
Peugeot 207 Compact Xs 1.9D	2020-10-21	$	560000	2011	Negro	Diésel	5	Manual	1.9		125000	MLA884794674	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Ezeiza	La Unión
Peugeot 207 1.6 Xs	2020-03-11	$	743000	2012	Plateado	Nafta	5	Manual	1.6	Hatchback	44900								
Peugeot 207 1.4 Xs	2020-11-26	$	610000	2010	Negro	Nafta	5	Manual	1.4	Hatchback	80150								
Peugeot 207 1.4 Xs	2020-08-05	$	590000	2009		Nafta	5	Manual	1.4	Hatchback	97000	MLA897233502	car_dealer	none	Peugeot	207	Córdoba	Córdoba	none
Peugeot 207 1.6 Feline 106cv	2020-08-27	$	690000	2013		Nafta	3	Manual	1.6	Hatchback	90000	MLA875431055	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	none
Peugeot 207 1.6 Feline 106cv	2020-02-12	$	690000	2012	Rojo	Nafta	3	Manual	1.6	Hatchback	111000	MLA899660341	normal	none	Peugeot	207	Bs.As. G.B.A. Oeste	Caseros	Caseros
Peugeot 207 1.4 Sedan Xs	2020-05-30	$	510000	2011		Nafta	4	Manual	1.4	Sedán	131000	MLA859052703	car_dealer	5_green	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	none
Peugeot 207 1.4 Allure 75cv	2020-11-20	$	630000	2012	Negro	Nafta	3	Manual	1.4	Hatchback	79500	MLA898048906	normal	none	Peugeot	207	Bs.As. G.B.A. Norte	General San Martín	none
Peugeot 207 1.6 Coupe 120cv	2020-03-11	U$S	7600	2008		Nafta	2	Manual	1.6	Coupé	138000								
Peugeot 207 1.6 Gti 156cv	2020-10-30	$	899000	2012		Nafta	2	Manual	1.6	Hatchback	78000	MLA886092364	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Hurlingham	Hurlingham
Peugeot 207 2.0 XT HDI 5P	2020-08-13	$	690000	2010		Diésel	5	Manual	2.0	Sedán	131200	MLA873148951	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	El Palomar
Peugeot 207 1.6 Xt	2020-11-20	$	650000	2010		Nafta	5	Manual	1.6	Hatchback	91000	MLA898145678	normal	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.4 Allure 75cv	2020-07-15	$	750000	2013	Blanco	Nafta	3	Manual	1.4	Hatchback	122500	MLA868213489	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Pilar	Pilar
Peugeot 207 1.4 Allure 75cv	2020-11-18	$	570000	2013	Gris	Nafta	3	Manual	1.4	Hatchback	92000	MLA897765318	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Moreno	Paso del Rey
Peugeot 207 1.6 Sedan Xt Premium	2020-07-14	$	690000	2009	Plateado	Nafta	4	Manual	1.6	Sedán	164000	MLA868142092	car_dealer	none	Peugeot	207	Buenos Aires Interior	Olavarría	none
Peugeot 207 1.4 Allure Hdi 70cv	2020-01-12	$	650000	2013	Azul	Diésel	5	Manual	1.4	Hatchback	98000	MLA899530076	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Lanús	Lanús Oeste
Peugeot 207 1.4 Sedan Xs	2020-11-13	$	490000	2009	Plateado	Nafta	4	Manual	1.4	Sedán	115000								
Peugeot 207 1.4 Allure Hdi 70cv	2020-05-07	$	719900	2013	Gris	Diésel	5	Manual	1.4	Hatchback	67000								
Peugeot 207 1.4 Allure 75cv	2020-04-12	$	735000	2016	Blanco	Nafta	5	Manual	1.4	Hatchback	84000	MLA899969680	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Ituzaingó	Ituzaingó Sur
Peugeot 207 1.6 Xt	2020-12-21	$	610000	2010	Negro	Nafta	5	Manual	1.6	Hatchback	98000	MLA901895936	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	Caballito
Peugeot 207 1.4 Allure Hdi 70cv	2020-11-30	$	669000	2013		Diésel	5	Manual	1.4	Hatchback	70000	MLA899369501	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.6 Allure 106cv	2020-11-28	$	637000	2012	Plateado	Nafta	5	Manual	1.6	Hatchback	83000	MLA899206332	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Vicente López	Vicente López
Peugeot 207 1.4 Xr	2020-09-12	$	520000	2011	Plateado	Nafta	4	Manual	1.4	Hatchback	115000	MLA900389187	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	General San Martín	Villa Lynch
Peugeot 207 1.6 Sedan Xt Premium	2020-11-14	$	550000	2009		Nafta	4	Manual	1.6	Sedán	120000	MLA897232886	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.6 Xt	2020-01-10	$	759000	2010	Plateado	Nafta/GNC	5	Manual	1.6	Hatchback	110000	MLA881953896	car_dealer	none	Peugeot	207	Córdoba	Villa Carlos Paz	Miguel Muñoz
Peugeot 207 1.4 Sedan Allure 75cv	2020-10-15	$	589900	2014		Nafta	4	Manual	1.4	Sedán	105000								
Peugeot 207 1.4 Allure 75cv	2020-09-14	$	750000	2014		Nafta	5	Manual	1.4	Hatchback	70000	MLA882062506	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Merlo	none
Peugeot 207 1.4 Xr	2020-08-14	$	635000	2009	Gris	Nafta	4	Manual	1.4	Hatchback	130000	MLA873298617	car_dealer	none	Peugeot	207	Córdoba	Río Segundo	Pilar
Peugeot 207 1.6 Xt	2020-01-12	$	680000	2012	Gris	Nafta	3	Manual	1.6	Hatchback	90000	MLA899509789	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Esteban Echeverría	Monte Grande
Peugeot 207 1.4 Allure Hdi 70cv	2020-06-30	$	679990	2014		Diésel	5	Manual	1.4	Hatchback	68000	MLA880150189	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Sedan Hdi Xs	2020-11-08	$	549000	2012	Gris	Diésel	4	Manual	1.4	Sedán	130000	MLA872857114	car_dealer	4_light_green	Peugeot	207	Capital Federal	Capital Federal	Belgrano
Peugeot 207 1.6 Xt	2020-01-09	$	450000	2011		Nafta	5	Manual	1.6	Hatchback	211000	MLA885997711	car_dealer	none	Peugeot	207	Mendoza	Guaymallén	none
Peugeot 207 1.4 Xs	2020-11-21	$	589000	2010	Gris	Nafta	5	Manual	1.4	Hatchback	98000								
Peugeot 207 1.4 Xs	2020-09-21	$	550000	2008		Nafta	5	Manual	1.4	Hatchback	169000	MLA879937110	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.6 Xt	2020-09-12	$	620000	2009	Gris	Nafta	5	Manual	1.6	Hatchback	80000	MLA900457748	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Tres de febrero	Ciudadela
Peugeot 207 1.4 Allure 75cv	2020-03-09	$	679166	2014	Gris	Nafta	5	Manual	1.4	Hatchback	90000	MLA876597299	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Castelar	none
Peugeot 207 1.6 Allure 106cv	2020-09-14	$	725000	2013	Plateado	Nafta	5	Manual	1.6	Hatchback	100000	MLA878656395	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Escobar	Matheu
Peugeot 207 1.4 Active 75cv	2020-07-14	$	510000	2012	Gris	Nafta	3	Manual	1.4	Hatchback	140000	MLA884014112	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Norte	Pilar	Del Viso
Peugeot 207 1.6 Feline 106cv	2020-11-19	$	680000	2012	Dorado	Nafta	5	Manual	1.6	Hatchback	74000								
Peugeot 207 1.6 Sedan Xt	2020-10-09	$	598000	2010		Nafta	4	Manual	1.6	Sedán	73000								
Peugeot 207 1.4 Allure Hdi 70cv	2020-06-25	$	679999	2014	Azul	Diésel	5	Manual	1.4	Hatchback	68000	MLA882818483	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Sedan Hdi Xr	2020-11-24	$	619000	2011	Negro	Diésel	4	Manual	1.4	Sedán	85000	MLA898582446	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	Floresta
Peugeot 207 1.4 Allure 75cv	2020-11-16	$	675000	2012		Nafta	3	Manual	1.4	Hatchback	65000	MLA897444739	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	none
Peugeot 207 1.6 Gti 156cv	2020-11-18	$	949990	2012	Gris	Nafta	2	Manual	1.6	Hatchback	86000	MLA897740135	car_dealer	4_light_green	Peugeot	207	Capital Federal	Capital Federal	Parque Chas
Peugeot 207 1.9 Sedan Xrd	2020-06-05	$	560000	2010	Negro	Diésel	4	Manual	1.9	Sedán	156000	MLA899977694	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	San Isidro	Villa Adelina
Peugeot 207 207 xt premium	2020-12-18	$	630000	2012		Nafta	3				138000	MLA901573017	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	General San Martín	none
Peugeot 207 1.6 Allure 106cv	2020-09-11	$	685000	2013	Verde	Nafta	5	Manual	1.6	Hatchback	57000	MLA896379468	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Providencia
Peugeot 207 1.4 Allure 75cv	2020-11-25	$	600000	2013	Gris	Nafta	5	Manual	1.4	Hatchback	100000	MLA898737017	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	Otros Barrios
Peugeot 207 1.6 Gti 156cv	2020-11-19	$	1425000	2012		Nafta	2	Manual	1.6	Hatchback	30000	MLA897995684	normal	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.6 Feline 106cv	2020-12-20	$	699900	2012	Gris	Nafta	5	Manual	1.6	Hatchback	129000	MLA901745700	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Norte	Vicente López	Olivos
Peugeot 207 1.6 Xs	2020-02-11	$	568900	2011	Gris	Nafta	5	Manual	1.6	Hatchback	164000	MLA886466904	car_dealer	4_light_green	Peugeot	207	Buenos Aires Interior	Campana	Campana
Peugeot 207 1.4 Active 75cv	2020-05-11	$	750000	2015		Nafta	5	Manual	1.4	Hatchback	43000	MLA895853191	car_dealer	none	Peugeot	207	Buenos Aires Interior	San Nicolás	none
Peugeot 207 1.4 Active 75cv	2020-08-09	$	652801	2011	Gris	Nafta	3	Manual	1.4	Hatchback	90001	MLA877404961	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Oeste	Castelar	none
Peugeot 207 1.4 Active 75cv	2020-08-09	$	652802	2011	Gris	Nafta	3	Manual	1.4	Hatchback	90001	MLA877404186	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Oeste	Castelar	none
Peugeot 207 1.4 Xr	2020-11-21	$	595000	2010	Gris	Nafta	4	Manual	1.4	Hatchback	124000	MLA898236344	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	La Plata
Peugeot 207 1.4 Allure 75cv	2020-11-30	$	550000	2013		Nafta	3	Manual	1.4	Hatchback	83981								
Peugeot 207 1.4 Xr	2020-07-12	$	500000	2008	Gris	Nafta	4	Manual	1.4	Hatchback	134000	MLA900178762	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Sur	Lomas de Zamora	Lomas de Zamora
Peugeot 207 2.0 Xt Hdi	2020-09-21	$	690000	2010		Diésel	5				131200	MLA879953612	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.6 Allure 106cv	2020-02-11	$	570000	2012	Gris	Nafta	5	Manual	1.6	Hatchback	151400	MLA886482458	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Escobar	none
Peugeot 207 1.6 Xt	2020-10-11	$	665000	2012	Negro	Nafta	5	Manual	1.6	Hatchback	141000	MLA896573302	car_dealer	4_light_green	Peugeot	207	Buenos Aires Interior	Zárate	Zárate
Peugeot 207 1.4 Xr	2020-11-12	$	644000	2011	Negro	Nafta	4	Manual	1.4	Hatchback	53000	MLA900662156	car_dealer	none	Peugeot	207	Córdoba	Río Segundo	Oncativo
Peugeot 207 1.4 Allure 75cv	2020-11-24	$	590000	2011		Nafta	3	Manual	1.4	Hatchback	118000								
Peugeot 207 1.4 Xr	2020-02-12	$	540000	2011	Gris	Nafta	4	Manual	1.4	Hatchback	91000	MLA899698789	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	San Isidro	Martínez
Peugeot 207 1.4 Allure Hdi 70cv	2020-11-25	$	650000	2011	Gris	Diésel	5	Manual	1.4	Hatchback	135000	MLA899816762	car_dealer	none	Peugeot	207	Entre Ríos	La Paz	La Paz
Peugeot 207 1.4 Allure 75cv	2020-11-27	$	730000	2014	Negro	Nafta	5	Manual	1.4	Hatchback	60000	MLA899110430	car_dealer	4_light_green	Peugeot	207	Capital Federal	Capital Federal	Villa Urquiza
Peugeot 207 1.4 Xr	2020-03-09	$	550000	2010	Gris	Nafta	4	Manual	1.4	Hatchback	150000	MLA876572250	car_dealer	none	Peugeot	207	Córdoba	Córdoba	General Bustos
Peugeot 207 Allure/ XS Full	2020-12-22	$	359000	2010		Nafta	5				87493								
Peugeot 207 1.4 Active 75cv	2020-02-09	$	710000	2011	Plateado	Nafta	3	Manual	1.4	Hatchback	118100	MLA876321650	car_dealer	none	Peugeot	207	Córdoba	Villa María	none
Peugeot 207 1.4 Allure Hdi 70cv	2020-10-21	$	680000	2014		Diésel	5	Manual	1.4	Hatchback	65000	MLA884781856	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.6 Xt	2020-01-12	$	565000	2009	Gris	Nafta	5	Manual	1.6	Hatchback	170000	MLA899531844	car_dealer	none	Peugeot	207	Córdoba	Córdoba	General Bustos
Peugeot 207 COMPACT 1.6 4P XT	2020-01-12	$	640000	2012	Gris oscuro	Nafta	4	Manual			174157								
Peugeot 207 1.6 Xs	2020-01-06	$	635000	2010	Gris	Nafta	5	Manual	1.6	Hatchback	81500	MLA873091104	car_dealer	5_green	Peugeot	207	Bs.As. G.B.A. Sur	Avellaneda	Sarandí
Peugeot 207 XT SW 1.6	2020-11-27	$	550000	2009	Rojo	Nafta	5	Manual	1.6	Rural	148000	MLA899100868	car_dealer	none	Peugeot	207	Santa Fe	Rosario	Echesortu
Peugeot 207 1.4 Allure 75cv	2020-10-29	$	650000	2011	Gris	Nafta	3	Manual	1.4	Hatchback	92000	MLA886081605	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Lomas de Zamora	none
Peugeot 207 1.4 Sedan Feline Hdi 70cv	2019-11-19	$	660000	2013	Blanco	Diésel	4	Manual	1.4	Sedán	180000	MLA826228370	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Las Palmas
Peugeot 207 1.6 Sedan Xt Premium	2020-11-26	$	650000	2009	Negro	Nafta	4	Manual	1.6	Sedán	143000	MLA898860399	car_dealer	none	Peugeot	207	Santa Fe	Rosario	Fisherton
Peugeot 207 1.4 Active 75cv	2020-11-18	$	650000	2014		Nafta	5	Manual	1.4	Hatchback	94000	MLA897815910	car_dealer	none	Peugeot	207	Córdoba	Córdoba	none
Peugeot 207 Xt Hdi 2.0 3puertad	2020-11-30	$	589999	2009		Diésel	3				85500	MLA899436799	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Ituzaingó	none
Peugeot 207 2.0 Hdi Xt	2020-12-17	$	630000	2009		Diésel	3				101000								
Peugeot 207 compact sw 1.6	2020-07-10	$	680000	2012	Gris	Nafta	5				89000	MLA884706824	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Quilmes	Quilmes Oeste
Peugeot 207 1.4 Xs	2020-09-12	$	630000	2011		Nafta	5	Manual	1.4	Hatchback	60000	MLA900426951	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Xr	2020-12-16	$	650000	2010	Negro	Nafta	4	Manual	1.4	Hatchback	67000	MLA901286009	car_dealer	4_light_green	Peugeot	207	Córdoba	Córdoba	San Martín
Peugeot 207 1.4 Allure 75cv	2020-04-09	$	670000	2013		Nafta	5	Manual	1.4	Hatchback	90000	MLA876798863	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	none
Peugeot 207 1.4 Allure Hdi 70cv	2020-11-30	$	680000	2013	Plateado	Diésel	5	Manual	1.4	Hatchback	1111	MLA899422589	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	Villa Soldati
Peugeot 207 1.4 Xr	2020-08-10	$	550000	2010	Negro	Nafta	4	Manual	1.4	Hatchback	134000	MLA883002715	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Sur	Lomas de Zamora	Lomas de Zamora
Peugeot 207 1.6 Sw Xt Premium	2020-12-10	$	540000	2009		Nafta	5				136000	MLA883643839	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Escobar	none
Peugeot 207 1.4 Sedan Xs	2020-04-11	$	598700	2012	Azul	Nafta	4	Manual	1.4	Sedán	63500	MLA886801252	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Norte	San Miguel	San Miguel
Peugeot 207 1.4 Xr	2020-11-30	$	450000	2009		Nafta	4	Manual	1.4	Hatchback	120000	MLA899402377	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Moreno	none
Peugeot 207 1.4 Sedan Xs	2020-03-11	$	610000	2012	Negro	Nafta	4	Manual	1.4	Sedán	79500	MLA886631199	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	Villa Devoto
Peugeot 207 1.4 Allure 75cv	2019-09-12	$	619900	2012		Nafta	3	Manual	1.4	Hatchback	79000								
Peugeot 207 2.0 HDI XT	2020-05-10	$	670000	2011	Azul	Diésel	5				160000	MLA882558725	car_dealer	4_light_green	Peugeot	207	Mendoza	Godoy Cruz	Godoy Cruz
Peugeot 207 1.4 Xr	2020-02-11	$	525000	2008	Plateado	Nafta	4	Manual	1.4	Hatchback	123000	MLA886497181	car_dealer	none	Peugeot	207	Córdoba	Córdoba	San Salvador
Peugeot 207 1.4 Allure 75cv	2020-10-15	$	659990	2013	Gris	Nafta	3	Manual	1.4	Hatchback	80000								
Peugeot 207 1.6 Xt Tiptronic	2020-12-22	$	680000	2011		Nafta	5	Automática	1.6	Hatchback	84000	MLA902006624	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Xr	2020-04-11	$	450000	2009	Plateado	Nafta	5	Manual	1.4	Hatchback	245000	MLA886840059	normal	none	Peugeot	207	La Pampa	Santa Rosa	Barrio Centro
Peugeot 207 1.4 Sedan Xs	2020-11-27	$	820000	2012	Rojo	Nafta	4	Manual	1.4	Sedán	150000	MLA899030955	normal	none	Peugeot	207	Buenos Aires Interior	Zárate	Zárate
Peugeot 207 1.6 Xt	2020-01-12	$	664000	2012	Negro	Nafta	5	Manual	1.6	Hatchback	141000	MLA899517602	car_dealer	4_light_green	Peugeot	207	Buenos Aires Interior	Campana	Campana
Peugeot 207 1.6 Xs	2020-02-11	$	568000	2011	Gris	Nafta	5	Manual	1.6	Hatchback	164000	MLA886468244	car_dealer	4_light_green	Peugeot	207	Buenos Aires Interior	Zárate	Zárate
Peugeot 207 1.6 Xs	2020-11-26	$	580000	2011		Nafta	5	Manual	1.6	Hatchback	71110	MLA898911822	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Vicente López	none
Peugeot 207 1.4 Xs	2020-11-30	$	620000	2011	Gris	Nafta	5	Manual	1.4	Hatchback	93000	MLA899413320	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Sur	Lomas de Zamora	none
Peugeot 207 1.4 Xs	2020-12-22	$	670000	2011	Blanco	Nafta	5	Manual	1.4	Hatchback	124000	MLA901990514	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Avellaneda	Villa Domínico
Peugeot 207 1.4 Allure 75cv	2020-11-19	$	699000	2012	Negro	Nafta	3	Manual	1.4	Hatchback	88000	MLA897955124	car_dealer	4_light_green	Peugeot	207	Córdoba	Tercero Arriba	Río Tercero
Peugeot 207 compact allure	2020-09-28	$	890000	2016	Gris	Nafta	5	Manual	1.4	Sedán	39000	MLA881170188	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Avellaneda	Villa Domínico
Peugeot 207 1.6 Gti 156cv 5 p	2020-12-23	$	1100000	2011	Negro	Nafta	5	Manual	1.6	Hatchback	86000	MLA902083926	car_dealer	4_light_green	Peugeot	207	Santa Fe	Rosario	República de la Sexta
Peugeot 207 1.4 Active 75cv	2020-11-17	$	820000	2013	Gris	Nafta	3	Manual	1.4	Hatchback	30000								
Peugeot 207 1.4 Active 75cv	2020-12-22	$	620000	2013	Blanco	Nafta	3	Manual	1.4	Hatchback	97000	MLA901989580	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Hurlingham	none
Peugeot 207 1.4 Active 75cv	2020-12-22	$	660000	2013		Nafta	3	Manual	1.4	Hatchback	75000	MLA901973481	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.4 Active 75cv	2020-12-22	$	660000	2013		Nafta	3	Manual	1.4	Hatchback	74000	MLA901932890	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.4 Sedan Xr	2020-12-20	$	550000	2010	Gris	Nafta	4	Manual	1.4	Sedán	125	MLA901772444	normal	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Sedan Active 75cv	2020-12-20	$	718000	2014	Gris	Nafta	4	Manual	1.4	Sedán	90000	MLA901749577	car_dealer	none	Peugeot	207	Córdoba	Río Segundo	Oncativo
Peugeot 207 1.4 Allure 75cv	2020-12-17	$	760000	2013	Negro	Nafta	3	Manual	1.4	Hatchback	140000								
Peugeot 207 1.6 Xs	2020-12-15	$	560000	2010		Nafta	5	Manual	1.6	Hatchback	98000	MLA901105464	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.4 Xr	2020-03-12	$	624000	2009	Gris	Nafta	4	Manual	1.4	Hatchback	109000								
Peugeot 207 1.4 Allure 75cv	2020-11-30	$	550000	2013	Negro	Nafta	3	Manual	1.4	Hatchback	85000	MLA901165575	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Allure Hdi 70cv	2020-11-21	$	650000	2012	Gris	Diésel	5	Manual	1.4	Hatchback	130000	MLA901870476	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Quilmes	Quilmes
Peugeot 207 1.6 Feline 106cv	2020-11-21	$	700000	2012	Negro	Nafta	3	Manual	1.6	Hatchback	101000	MLA901872228	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Quilmes	Quilmes
Peugeot 207 1.4 Sedan Hdi Xs	2020-11-14	$	710000	2012		Diésel	4	Manual	1.4	Sedán	102000	MLA897218604	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.6 Xs	2020-10-31	$	560000	2010		Nafta	5	Manual	1.6	Hatchback	98000	MLA901023245	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Sedan Hdi Xs	2020-09-21	$	710000	2012		Diésel	4	Manual	1.4	Sedán	102000	MLA879952060	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.4 Sedan Allure 75cv	2020-12-16	$	780000	2014		Nafta	4	Manual	1.4	Sedán	60000	MLA901227571	car_dealer	none	Peugeot	207	Entre Ríos	Federación	none
Peugeot 207 1.4 Xs	2020-12-15	$	650000	2009	Plateado	Nafta	5	Manual	1.4	Hatchback	113000	MLA901140427	car_dealer	none	Peugeot	207	Mendoza	San Martín	Palmira
Peugeot 207 1.4 Active 75cv	2020-04-12	$	620000	2012		Nafta	3	Manual	1.4	Hatchback	85000	MLA900012179	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Xs	2020-10-27	$	565000	2008	Gris	Nafta	5	Manual	1.4	Hatchback	110000	MLA885713683	car_dealer	none	Peugeot	207	Mendoza	Maipú	Maipú
Peugeot 207 1.4 Xs	2020-10-23	$	550000	2009		Nafta	5	Manual	1.4	Hatchback	130000	MLA885155293	car_dealer	none	Peugeot	207	Buenos Aires Interior	Pergamino	none
Peugeot 207 1.4 Allure 75cv	2020-01-16	$	685000	2012		Nafta	3	Manual	1.4	Hatchback	93000	MLA897706913	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	Villa Luro
Peugeot 207 1.4 Allure 75cv	2020-11-21	$	780000	2016	Plateado	Nafta	5	Manual	1.4	Hatchback	37000	MLA898177971	car_dealer	none	Peugeot	207	Corrientes	Corrientes	Centro
