Desc	Publish Date	Currency	Price	Año	Color	Tipo de combustible	Puertas	Transmisión	Motor	Tipo de carrocería	Kilómetros	Codigo	Seller Type	Reputation Code	Brand	Model	Loc1	Loc2	Loc3
Renault Clio 1.5 Dynamique	2020-10-26	$	260000	2005		Diésel	3	Manual	1.5	Hatchback	163000								
Renault Clio 1.9 Rnd	2020-08-17	$	175000	2001		Diésel	4	Manual	1.9	Sedán	190000	MLA885599936	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	Caseros	none
Renault Clio 1.2 Authentique 75cv	2020-11-21	$	320000	2011		Nafta	3	Manual	1.2	Hatchback	110000	MLA898284062	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Miguel	none
Renault Clio 1.2 Dinamic Sat	2020-10-31	$	400000	2015		Nafta	5				9000	MLA886290399	normal	none	Renault	Clio	Córdoba	Córdoba	none
Renault Clio 1.2 Mio Confort Abs Abcp	2020-09-30	U$S	3650	2014	Negro	Nafta	5	Manual	1.2	Hatchback	115000								
Renault Clio 1.6 Rn	2020-03-11	$	150000	2002		Nafta	4	Manual	1.6	Sedán	111	MLA886571712	normal	none	Renault	Clio	Bs.As. G.B.A. Oeste	La Matanza	Ciudad Evita
Renault Clio 1.2 Mio Confort Plus Abs Abcp	2020-12-16	$	620000	2014		Nafta	5	Manual	1.2	Hatchback	92000	MLA901331280	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	Escobar	none
Renault Clio 1.2 Mio Confort Plus Abc	2020-01-09	$	513193	2013		Nafta	5	Manual	1.2	Hatchback	70000	MLA886876640	normal	none	Renault	Clio	Capital Federal	Capital Federal	none
Renault Clio 1.5 Dci Fairway	2020-11-14	$	250000	2007		Diésel	5	Manual	1.5	Hatchback	193000	MLA897228573	normal	none	Renault	Clio	Bs.As. G.B.A. Norte	San Miguel	none
Renault Clio 1.6 Rn	2020-09-14	$	190000	1997		Nafta	3	Manual	1.6	Hatchback	22542								
Renault Clio 1.2 Authentique Pack I 75cv	2020-10-30	$	380000	2012		Nafta	3	Manual	1.2	Hatchback	159000								
Chevrolet Celta Lt 1.4 5 Ptas, Concesionario Oficial	2020-12-21	$	499900	2011	Rojo	Nafta	5	Manual	1.4	Hatchback	90000	MLA901838562	car_dealer	5_green	Chevrolet	Celta	Capital Federal	Capital Federal	Caballito
Chevrolet Celta 1.4 Ls	2020-01-12	$	390000	2011	Negro	Nafta	3	Manual	1.4	Hatchback	120500	MLA899518026	normal	none	Chevrolet	Celta	Bs.As. Costa Atlántica	San Bernardo	none
Chevrolet Celta 1.4 Lt Aa+dir	2020-11-20	$	495000	2013	Rojo	Nafta	5	Manual	1.4	Hatchback	104000	MLA898132064	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	La Plata
Chevrolet Celta 1.4 Lt Aa+dir Plus	2020-11-27	$	550000	2014	Blanco	Nafta	5	Manual	1.4	Hatchback	91000								
Chevrolet Celta 1.4 Ls	2020-11-17	$	490000	2013		Nafta	3	Manual	1.4	Hatchback	96000	MLA897658541	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	none
Chevrolet Celta 1.4 Ls+aa	2020-12-21	$	485000	2011		Nafta	3	Manual	1.4	Hatchback	86000	MLA901860250	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Malvinas Argentinas	none
Chevrolet Celta 1.4 Ls+aa	2020-12-22	$	449000	2012	Gris	Nafta	5	Manual	1.4	Hatchback	100000	MLA901998132	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Saavedra
Chevrolet Celta 1.4 Lt Aa+dir	2020-12-15	$	490000	2013	Plateado	Nafta	5	Manual	1.4	Hatchback	118800	MLA901200998	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	General San Martín	San Martín Centro
Chevrolet Celta	2020-05-11	$	464900	2011	Gris	Nafta	3	Manual	1.4	Hatchback	82200	MLA895960661	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	Wilde
Chevrolet Celta 1.4 Ls+aa	2020-12-15	$	550000	2011		Nafta	3	Manual	1.4	Hatchback	99000	MLA901148079	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	General San Martín	none
Chevrolet Celta 1.4 Lt Aa+dir Plus	2020-12-19	$	550000	2014		Nafta	5	Manual	1.4	Hatchback	95000								
Chevrolet Celta 1.4 Advantage Aa+dir	2020-12-18	$	750000	2015	Azul	Nafta	5	Manual	1.4	Hatchback	20000	MLA901566698	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Urquiza
Chevrolet Celta 1.4 Lt Aa+dir	2020-12-23	$	564000	2014	Blanco	Nafta	5	Manual	1.4	Hatchback	91000								
Chevrolet Celta 1.4 Ls	2020-03-17	$	550000	2012	Gris	Nafta	3	Manual	1.4	Hatchback	43700	MLA901656358	normal	5_green	Chevrolet	Celta	Bs.As. G.B.A. Norte	Tigre	none
Chevrolet Celta 1.4 Ls+aa	2020-12-17	$	465000	2012		Nafta	3	Manual	1.4	Hatchback	128000	MLA901433285	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	none
Chevrolet Celta 1.4 Lt   110000 Km	2020-11-12	$	480000	2012	Blanco	Nafta	4	Manual		Coupé	110000	MLA900737130	car_dealer	4_light_green	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Devoto
Chevrolet Celta 1.4 Lt Ab+abs	2020-12-18	$	500000	2013		Nafta	5	Manual	1.4	Hatchback	92000	MLA901565614	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Hurlingham	none
Chevrolet Celta 1.4 Ls+aa	2020-11-12	$	475000	2012		Nafta	3	Manual	1.4	Hatchback	108000	MLA900626184	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	none
Chevrolet Celta 1.4 Ls	2020-10-09	$	490000	2013		Nafta	3	Manual	1.4	Hatchback	110000	MLA896416224	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Malvinas Argentinas	none
Chevrolet Celta Lt 	2020-11-20	$	545000	2012		Nafta/GNC	3				136700	MLA898100823	normal	none	Chevrolet	Celta	Córdoba	Córdoba	none
Chevrolet Celta Lt 1.4 5 Puertas	2020-11-11	$	570000	2012		Nafta	5				62600	MLA896758028	normal	none	Chevrolet	Celta	Capital Federal	Capital Federal	none
Chevrolet Celta Lt Con A/a	2020-06-11	$	520000	2012		Nafta	5				120000	MLA896081370	normal	none	Chevrolet	Celta	Capital Federal	Capital Federal	none
Chevrolet Celta 1.4 Advantage Pack	2020-11-18	$	649000	2014	Gris	Nafta	5	Manual	1.4	Hatchback	48337	MLA897760782	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Caseros	Caseros
Chevrolet Celta 1.4 Advantage Aa+dir	2020-08-11	$	620000	2015	Rojo	Nafta	5	Manual	1.4	Hatchback	110000	MLA896315850	normal	none	Chevrolet	Celta	Buenos Aires Interior	Balcarce	Balcarce
Chevrolet Celta 1.4 Ls	2020-12-21	$	510000	2011	Plateado	Nafta	3	Manual	1.4	Hatchback	65000	MLA901873620	car_dealer	5_green	Chevrolet	Celta	Capital Federal	Capital Federal	Palermo
Chevrolet Celta 1.4 Ls	2020-06-22	$	510000	2012	Plateado	Nafta	3	Manual	1.4	Hatchback	89000	MLA896561169	car_dealer	5_green	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	Sarandí
Chevrolet Celta 1.4 Lt Aa+dir	2020-11-25	$	650000	2013	Plateado	Nafta	5	Manual	1.4	Hatchback	66000	MLA898746300	car_dealer	5_green	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	Avellaneda
Chevrolet Celta 1.4 Ls Ab+abs	2020-12-08	$	599900	2014	Gris	Nafta	3	Manual	1.4	Hatchback	110000	MLA873009011	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Hurlingham	Hurlingham
Chevrolet Celta 1.4 Lt Aa+dir	2020-09-16	$	560000	2013	Gris	Nafta	5	Manual	1.4	Hatchback	115500	MLA879029282	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Pilar	Pilar
Chevrolet Celta 1.4 Lt Aa+dir	2020-09-15	$	640000	2013	Blanco	Nafta	5	Manual	1.4	Hatchback	125000	MLA878840480	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Pilar	Pilar
Chevrolet Celta 1.4 Lt Aa+dir	2020-08-21	$	520000	2013		Nafta	5	Manual	1.4	Hatchback	76000	MLA874536152	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Isidro	Beccar Central
Chevrolet Celta 1.4 Ls+aa	2020-12-13	$	438000	2011	Blanco	Nafta	3	Manual	1.4	Hatchback	104000	MLA900914826	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	none
Chevrolet Celta 1.4 Ls Aa+dir	2020-11-12	$	530000	2013	Azul	Nafta	3	Manual	1.4	Hatchback	60000	MLA900732495	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Devoto
Chevrolet Celta Lt 1.4 Arcars	2020-07-12	$	420000	2011	Negro	Nafta	5	Manual	1.4		94000	MLA900232777	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	La Plata
Chevrolet Celta LS SPIRIT	2020-12-12	$	560000	2013		Nafta	5				70000								
Chevrolet Celta 1.4 Lt Aa+dir	2020-11-24	$	550000	2014	Blanco	Nafta	5	Manual	1.4	Hatchback	91000	MLA898604687	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Urquiza
Chevrolet Celta 1.4 Ls+aa	2020-11-26	$	495000	2011	Rojo	Nafta	3	Manual	1.4	Hatchback	95000	MLA898858074	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Tigre	Los Troncos del Talar
Chevrolet Celta 1.4 Lt Ab+abs	2020-11-26	$	550000	2014	Blanco	Nafta	5	Manual	1.4	Hatchback	91000	MLA898897682	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Palermo
Chevrolet Celta 1.4 Advantage Aa+dir	2020-02-12	$	690000	2015		Nafta	5	Manual	1.4	Hatchback	44000	MLA899704466	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Morón	none
Chevrolet Celta 1.4 Ls+aa	2020-11-16	$	590000	2013	Rojo	Nafta	3	Manual	1.4	Hatchback	120000	MLA897386134	car_dealer	none	Chevrolet	Celta	San Luis	General Pedernera	Villa Mercedes
Chevrolet Celta 1.4 Ls Aa+dir	2020-11-20	$	550000	2014	Blanco	Nafta	3	Manual	1.4	Hatchback	91000	MLA898105650	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Urquiza
Chevrolet Celta 1.4 Ls+aa	2020-02-11	$	478000	2011	Negro	Nafta	3	Manual	1.4	Hatchback	125000	MLA901622244	car_dealer	4_light_green	Chevrolet	Celta	Capital Federal	Capital Federal	San Cristóbal
Chevrolet Celta 1.4 Ls+aa	2020-12-18	$	530000	2012		Nafta	3	Manual	1.4	Hatchback	133000	MLA901601421	car_dealer	none	Chevrolet	Celta	Buenos Aires Interior	Saladillo	none
Chevrolet Celta 1.4 5p Advantage Pack 2014	2020-11-26	$	650000	2014	Blanco	Nafta	5	Manual			96000	MLA898938216	car_dealer	4_light_green	Chevrolet	Celta	Córdoba	Córdoba	none
Chevrolet Celta 1.4 Ls+aa	2020-12-15	$	530000	2012		Nafta	3	Manual	1.4	Hatchback	111000	MLA901140116	car_dealer	none	Chevrolet	Celta	Neuquén	Neuquén	none
Chevrolet Celta 1.4 Ls+aa	2020-07-12	$	489750	2011	Plateado	Nafta	3	Manual	1.4	Hatchback	82500	MLA900209782	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Miguel	San Miguel
Chevrolet Celta Lt 2012	2020-11-13	$	535000	2012	Gris	Nafta	5	Manual	1.4	Sedán	66500	MLA897107507	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Quilmes	Bernal Oeste
Chevrolet Celta 1.4 Ls	2020-12-16	$	500000	2011	Negro	Nafta	3	Manual	1.4	Hatchback	79000	MLA901333776	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	La Matanza	none
Chevrolet Celta 1.4 Advantage Pack	2020-07-10	$	570000	2014	Rojo	Nafta/GNC	5	Manual	1.4	Hatchback	98000	MLA882804738	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	General San Martín	none
Chevrolet Celta 1.4 Lt 3ptas 2012	2019-07-11	$	485000	2012	Blanco	Nafta	3	Manual	1.4	Coupé	154100	MLA824090964	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Moreno	Moreno
Chevrolet Celta 1.4 Ls+aa	2020-11-30	$	455000	2012		Nafta	3	Manual	1.4	Hatchback	97000	MLA899421174	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	none
Chevrolet Celta 1.4 Ls+aa	2020-09-24	$	590000	2012	Gris	Nafta	3	Manual	1.4	Hatchback	100000	MLA880460903	car_dealer	4_light_green	Chevrolet	Celta	Buenos Aires Interior	9 de Julio	9 de Julio
Chevrolet Celta 1.4 Advantage Aa+dir	2020-12-14	$	799999	2014	Blanco	Nafta	5	Manual	1.4	Hatchback	45091	MLA900985496	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Ituzaingó	Parque Leloir
Chevrolet Celta 1.4 Lt	2020-05-11	$	529000	2012	Negro	Nafta	3	Manual	1.4 nafta	Hatchback	102000	MLA899726125	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	La Plata
Chevrolet Celta 1.4 Advantage Aa+dir	2020-12-12	$	560000	2015	Blanco	Nafta	5	Manual	1.4	Hatchback	100000	MLA900808775	car_dealer	none	Chevrolet	Celta	Córdoba	Córdoba	Leandro N. Alem
Chevrolet Celta 1.4 5 Puertas Lt Full Muy Bueno Año 2011!!	2020-12-18	$	550000	2011	Rojo	Nafta	5	Manual		Hatchback	122000	MLA901571402	car_dealer	4_light_green	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Devoto
Chevrolet Celta 1.4 Ls+aa	2020-03-11	$	510000	2011		Nafta	3	Manual	1.4	Hatchback	100000	MLA886578991	car_dealer	none	Chevrolet	Celta	Bs.As. Costa Atlántica	Mar del Plata	none
Checrolet Celta Lt 3p	2020-12-21	$	505000	2012	Blanco	Nafta	3	Manual	1.4	Hatchback	116987	MLA901864576	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Isidro	San Isidro
Chevrolet Celta 1.4 Lt Aa+dir	2020-10-15	$	570000	2013		Nafta	5	Manual	1.4	Hatchback	58000	MLA884015460	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Quilmes	none
Chevrolet Celta 1.4  LS AA GNC	2019-03-11	$	460000	2011	Negro	Nafta/GNC	5	Manual	1.4	Hatchback	120000	MLA881662194	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Paternal
Chevrolet Celta 1.4 Ls	2019-06-27	$	420000	2011	NEGRO BRILLANTE	Nafta	3	Manual	1.4	Hatchback	120000	MLA795473042	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Paternal
Chevrolet Celta 1.4 Ls+aa	2020-12-15	$	489000	2013	Rojo	Nafta	3	Manual	1.4	Hatchback	85000	MLA901920062	car_dealer	5_green	Chevrolet	Celta	Bs.As. G.B.A. Norte	Vicente López	Florida
Chevrolet Celta 1.4 Lt Aa+dir	2020-12-09	$	490000	2014		Nafta	5	Manual	1.4	Hatchback	55000	MLA896689352	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	none
Chevrolet Celta 1.4 Ls Aa+dir	2020-04-08	$	480000	2013		Nafta	3	Manual	1.4	Hatchback	78000	MLA871703394	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Malvinas Argentinas	none
Chevrolet Celta 1.4 Ls	2020-09-06	$	480000	2011	Rojo	Nafta	3	Manual	1.4	Hatchback	80000	MLA884780813	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Isidro	Villa Adelina
Chevrolet Celta 1.4 Ls	2020-08-09	$	520000	2012	Negro	Nafta	3	Manual	1.4	Hatchback	89000	MLA877437193	car_dealer	none	Chevrolet	Celta	Córdoba	Alta Gracia	Cafferata
Chevrolet Celta 1.4 Lt Aa+dir	2020-11-24	$	480000	2013	Rojo	Nafta	3	Manual	1.4	Hatchback	72000	MLA898604596	car_dealer	4_light_green	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Urquiza
Chevrolet Celta 1.4 Ls+aa	2020-09-11	$	280000	2011		Nafta	3	Manual	1.4	Hatchback	110000	MLA896431039	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Berazategui	none
Chevrolet Celta 1.4 Ls	2020-11-27	$	549720	2012	Negro	Nafta	3	Manual	1.4	Hatchback	29000	MLA899050159	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Miguel	San Miguel
Chevrolet Celta 1.4 Ls Aa+dir	2020-11-20	$	490000	2014		Nafta	3	Manual	1.4	Hatchback	51000	MLA898113122	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Isidro	none
Chevrolet Celta 1.4 Ls Aa+dir	2020-12-10	$	495000	2014	Gris	Nafta	3	Manual	1.4	Hatchback	108000	MLA885681195	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Escobar	Belén de Escobar
Chevrolet Celta 1.4 Ls+aa	2020-12-16	$	560000	2012	Rojo	Nafta	5	Manual	1.4	Hatchback	83000	MLA901287329	car_dealer	none	Chevrolet	Celta	Córdoba	Córdoba	Alto Verde
Chevrolet Celta 1.4 Ls+aa	2020-01-11	$	495000	2012	Negro	Nafta	5	Manual	1.4	Hatchback	107000	MLA886349743	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Lanús	none
Chevrolet Celta 1.4 Ls	2020-11-23	$	550000	2011	Gris	Nafta	3	Manual	1.4	Hatchback	70000	MLA898436384	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Retiro
Chevrolet Celta 1.4 Advantage Aa+dir	2019-05-30	$	580000	2014		Nafta	5	Manual	1.4	Hatchback	78000	MLA836693920	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Lanús	Lanús Oeste
Chevrolet Celta 1.4 Ls Aa+dir	2020-11-13	$	380000	2014		Nafta	3	Manual	1.4	Hatchback	155000	MLA897127566	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	General San Martín	none
Chevrolet Celta 1.4 Ls+aa	2020-12-14	$	460000	2011		Nafta	3	Manual	1.4	Hatchback	130000	MLA901089859	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	La Plata
Chevrolet Celta 1.4 Ls Aa+dir	2020-08-24	$	400000	2013		Nafta	3	Manual	1.4	Hatchback	90000	MLA874979521	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	General San Martín	none
Chevrolet Celta 1.4 Ls+aa	2020-12-14	$	450000	2012	Gris	Nafta	3	Manual	1.4	Hatchback	112000	MLA901070087	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Crespo
Chevrolet Celta 1.4 Ls	2020-11-19	$	549700	2012	Negro	Nafta	3	Manual	1.4	Hatchback	29000	MLA897996586	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Miguel	San Miguel
Chevrolet Celta 1.4 Ls+aa	2020-12-11	$	385000	2012	Gris	Nafta	3	Manual	1.4	Hatchback	200000	MLA896865046	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Pilar	Santa Maria del Pilar
Chevrolet Celta 1.4 Lt Aa+dir	2020-09-12	$	595000	2013	Negro	Nafta	5	Manual	1.4	Hatchback	100000								
Chevrolet Celta 1.4 Ls	2020-09-12	$	530000	2013	Marrón	Nafta	3	Manual	1.4	Hatchback	92000	MLA900367836	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	Villa Domínico
Chevrolet Celta 1.4 Ls+aa	2020-04-12	$	495000	2011	Gris	Nafta	3	Manual	1.4	Hatchback	145000	MLA899992079	car_dealer	none	Chevrolet	Celta	Córdoba	Alta Gracia	El Crucero
Chevrolet Celta 1.4 Ls+aa	2020-11-27	$	490000	2012	Blanco	Nafta	3	Manual	1.4	Hatchback	93000	MLA899089407	car_dealer	none	Chevrolet	Celta	Corrientes	Corrientes	Centro
Chevrolet Celta 1.4 Ls+aa	2020-07-12	$	489700	2011	Plateado	Nafta	3	Manual	1.4	Hatchback	82500	MLA900209844	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Miguel	San Miguel
Chevrolet Celta 1.4 Ls+aa	2020-07-12	$	430000	2011		Nafta	3	Manual	1.4	Hatchback	97000	MLA900209798	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Moreno	none
Chevrolet Celta 1.4 Advantage Aa+dir	2020-02-12	$	690000	2015		Nafta	5	Manual	1.4	Hatchback	44000	MLA899662910	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	none
Chevrolet Celta 1.4 Advantage Aa+dir	2020-02-12	$	690000	2015		Nafta	5	Manual	1.4	Hatchback	44000	MLA899659930	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Morón	none
Chevrolet Celta 1.4 Ls+aa	2020-04-12	$	560000	2013	Plateado	Nafta	3	Manual	1.4	Hatchback	110000	MLA899944574	car_dealer	none	Chevrolet	Celta	Mendoza	San Martín	Palmira
Chevrolet Celta 1.4 Ls+aa	2020-11-25	$	540000	2012	Rojo	Nafta	3	Manual	1.4	Hatchback	71000	MLA898741014	car_dealer	none	Chevrolet	Celta	Santa Fe	Iriondo	Cañada de Gómez
Chevrolet Celta 1.4 Advantage Aa+dir	2020-02-12	$	690000	2015		Nafta	5	Manual	1.4	Hatchback	44000	MLA899669117	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	Morón	none
Chevrolet Celta 1.4 Ls Aa+dir	2020-11-27	$	495000	2013		Nafta	3	Manual	1.4	Hatchback	89000	MLA899110426	car_dealer	none	Chevrolet	Celta	Buenos Aires Interior	San Antonio de Areco	none
Chevrolet Celta 1.4 Lt Ab+abs	2020-12-14	$	650000	2013		Nafta	5	Manual	1.4	Hatchback	118000								
Chevrolet Celta 1.4 Advantage Pack	2020-11-20	$	650000	2015	Blanco	Nafta	5	Manual	1.4	Hatchback	82000	MLA898082779	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Vicente López	Munro
Chevrolet Celta 1.4 N.lt Spirit	2020-11-18	$	460000	2013		Nafta	3				82000	MLA897737120	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	Pilar	none
Chevrolet Celta  1.4 Lt    2011                 La Plata 541	2020-04-11	$	439000	2011	Gris	Nafta	3	Manual		Hatchback	121234	MLA886802881	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	La Plata
Chevrolet Celta 1.4 Ls	2020-11-12	U$S	4000	2013	Marrón	Nafta	3	Manual	1.4	Hatchback	92000	MLA900685204	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	Villa Domínico
Chevrolet Celta 1.4 Ls	2019-12-13	$	490000	2013		Nafta	3	Manual	1.4	Hatchback	116000	MLA899434631	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	La Matanza	Villa Luzuriaga
Chevrolet Celta 1.4 Ls+aa	2020-12-14	$	500000	2012	Rojo	Nafta	3	Manual	1.4	Hatchback	97500	MLA901052702	car_dealer	4_light_green	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	La Plata
Chevrolet Celta 1.4 Lt	2020-11-15	$	495000	2012	Gris	Nafta	5	Manual	1.4		80000	MLA897300634	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Luro
Chevrolet Celta 1.4 Ls Aa+dir	2019-10-28	$	530000	2013		Nafta	3	Manual	1.4	Hatchback	60000	MLA822170713	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Isidro	none
Chevrolet Celta Celta 1.4 Lt	2020-11-13	$	554000	2012		Nafta	5				80000	MLA897125651	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	General San Martín	none
Chevrolet Celta 1.4 Ls+aa	2020-06-30	$	620000	2012	Negro	Nafta	3	Manual	1.4	Hatchback	68000								
Chevrolet Celta 1.4 Lt 5 Puertas	2020-06-11	$	470000	2012		Nafta	5				112000								
Chevrolet Celta 1.4 Lt	2020-02-08	$	497000	2012	Gris	Nafta	5	Manual	1.4		80000	MLA871344630	car_dealer	none	Chevrolet	Celta	Capital Federal	Capital Federal	Villa Luro
Chevrolet Celta 1.4 Ls	2020-12-12	$	450000	2013		Nafta	3	Manual	1.4	Hatchback	130000	MLA900822525	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	San Miguel	none
Chevrolet Celta 1.4 Ls Aa+dir	2020-09-21	$	500000	2013	Plateado	Nafta	3	Manual	1.4	Hatchback	105000	MLA879908310	car_dealer	none	Chevrolet	Celta	Santa Fe	Santa Fe capital	Otros Barrios
Chevrolet Celta 1.4 Ls+aa	2020-10-20	$	476000	2011		Nafta	3	Manual	1.4	Hatchback	135000	MLA885006404	car_dealer	none	Chevrolet	Celta	Buenos Aires Interior	Mercedes	none
Chevrolet Celta 1.4 Ls+aa	2020-03-20	$	550000	2011	Gris	Nafta	3	Manual	1.4	Hatchback	157000	MLA844831362	car_dealer	none	Chevrolet	Celta	Buenos Aires Interior	Rauch	Rauch
Chevrolet Celta Lt	2020-10-20	$	455000	2012	Plateado	Nafta	3				130000	MLA884719233	car_dealer	none	Chevrolet	Celta	Buenos Aires Interior	Pehuajó	none
Chevrolet Celta 1.4 Advantage Aa+dir	2020-11-17	$	590000	2014	Gris	Nafta	5	Manual	1.4	Hatchback	50000	MLA897579722	car_dealer	none	Chevrolet	Celta	Chaco	Resistencia	San Fernando
Chevrolet Celta Spirit Financio  Aty Automotores	2020-10-08	$	450000	2013		Nafta	5				111111	MLA872641307	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Norte	General San Martín	none
Chevrolet Celta 1.4 Ls+aa	2020-09-29	$	455000	2011	Negro	Nafta	3	Manual	1.4	Hatchback	146000	MLA899429061	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	La Plata	La Plata
Chevrolet Celta Lt 1.4 Full	2020-05-11	$	470000	2012		Nafta	5				120000								
Chevrolet Celta 1.4 Lt 2012	2020-11-17	$	570000	2012	Rojo	Nafta	3	Manual	1.4	Coupé	91000	MLA897584984	car_dealer	none	Chevrolet	Celta	Bs.As. G.B.A. Sur	Avellaneda	Villa Domínico
Chevrolet Celta 1.4 Ls Aa+dir	2020-03-12	$	550000	2014		Nafta	3	Manual	1.4	Hatchback	90000	MLA899898790	car_dealer	none	Chevrolet	Celta	Santa Fe	Funes	none
Chevrolet Celta 1.4 Ls+aa	2020-11-24	$	485000	2012		Nafta	3	Manual	1.4	Hatchback	141000	MLA898534350	normal	none	Chevrolet	Celta	Bs.As. G.B.A. Oeste	La Matanza	none
Chevrolet Celta Lt	2020-09-24	$	490000	2011	Plateado	Nafta	3		1.4		150000	MLA880504331	car_dealer	none	Chevrolet	Celta	Buenos Aires Interior	Lobos	Lobos
