Desc	Publish Date	Currency	Price	Año	Color	Tipo de combustible	Puertas	Transmisión	Motor	Tipo de carrocería	Kilómetros	Codigo	Seller Type	Reputation Code	Brand	Model	Loc1	Loc2	Loc3
Peugeot 207 1.4 Allure Hdi 70cv	12/11/2020	$	 660.000 	2013		Diésel	5	Manual	1.4	Hatchback	 107.780 	MLA900710222	car_dealer	none	Peugeot	207	Buenos Aires Interior	Exaltación de la Cruz	none
Peugeot 207 1.4 Allure Hdi 70cv	12/1/2020	$	 679.999 	2013	Plateado	Diésel	5	Manual	1.4	Hatchback	 1.111 	MLA899512545	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	Villa Soldati
Peugeot 207 1.4 Xs	23/11/2020	$	 690.000 	2010	Azul	Nafta	5	Manual	1.4	Hatchback	 77.500 	MLA898428994	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	La Plata
Peugeot 207 1.4 Xs	16/11/2020	$	 735.000 	2011	Gris	Nafta	5	Manual	1.4	Hatchback	 103.000 	MLA897357481	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	La Plata
Peugeot 207 1.4 Allure Hdi 70cv	11/11/2020	$	 700.000 	2013	Gris	Diésel	5	Manual	1.4	Hatchback	 130.000 	MLA896740091	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Escobar	Matheu
Peugeot 207 1.6 Xs	11/6/2020	$	 690.000 	2012	Gris	Nafta	5	Manual	1.6	Hatchback	 93.000 	MLA896028498	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Vicente López	Munro
Peugeot 207 1.4 Allure 75cv	31/10/2020	$	 650.000 	2013	Gris	Nafta	3	Manual	1.4	Hatchback	 117.000 								
Peugeot 207 1.9 Sedan Xrd	29/10/2020	$	 650.000 	2010		Diésel	4	Manual	1.9	Sedán	 70.000 	MLA885960857	car_dealer	none	Peugeot	207	Córdoba	Córdoba	none
Peugeot 207 XS 1.9 DIESEL 5 PUERTAS	26/10/2020	$	 595.000 	2009	Plateado	Diésel	5	Manual	1.9 DIESEL ASPIRADO	Hatchback	 147.000 	MLA885528264	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	Centro
Peugeot 207 1.4 Sedan Xr	16/10/2020	$	 550.000 	2009		Nafta	4	Manual	1.4	Sedán	 90.500 	MLA884193853	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.4 Sedan Allure 75cv	10/5/2020	$	 720.000 	2013	Blanco	Nafta	4	Manual	1.4	Sedán	 98.000 	MLA895896923	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Avellaneda	Wilde
Peugeot 207 1.4 Xr	10/3/2020	$	 670.000 	2009	Negro	Nafta	4	Manual	1.4	Hatchback	 107.000 	MLA882203043	car_dealer	none	Peugeot	207	Buenos Aires Interior	Olavarría	Olavarría
Peugeot 207 1.4 Xs	9/4/2020	$	 660.000 	2011		Nafta	5	Manual	1.4	Hatchback	 120.000 	MLA881243479	car_dealer	none	Peugeot	207	Mendoza	Maipú	none
Peugeot 207 1.6 Xt	27/8/2020	$	 585.000 	2009	Plateado	Nafta	5	Manual	1.6	Hatchback	 130.000 	MLA886193903	car_dealer	none	Peugeot	207	Mendoza	Godoy Cruz	Godoy Cruz
Peugeot 207 1.4 Allure Hdi 70cv	13/8/2020	$	 695.000 	2013	Plateado	Diésel	5	Manual	1.4	Hatchback	 82.000 	MLA873144516	car_dealer	none	Peugeot	207	Santa Fe	Rosario	Echesortu
Peugeot 207 1.6 Sedan Xt Premium	8/8/2020	$	 520.000 	2009		Nafta	4	Manual	1.6	Sedán	 189.000 	MLA900990922	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Villa Cabrera
Peugeot 207 1.6 Xs	7/10/2020	$	 650.000 	2010	Negro	Nafta	5	Manual	1.6	Hatchback	 138.000 	MLA867390297	car_dealer	none	Peugeot	207	Buenos Aires Interior	Leandro N. Alem	Vedia
Peugeot 207 1.4 Xs	28/4/2020	$	 650.000 	2011	Rojo	Nafta	5	Manual	1.4	Hatchback	 130.000 	MLA898499304	car_dealer	4_light_green	Peugeot	207	Mendoza	Guaymallén	Guaymallén
Peugeot 207 1.6 Gti 156cv 5 p	2/12/2020	$	 1.392.000 	2011	Negro	Nafta	5	Manual	1.6	Hatchback	 77.000 	MLA902077133	car_dealer	none	Peugeot	207	Misiones	Posadas	Miguel Lanús
Peugeot 207 1.4 Xs	29/8/2019	$	 650.000 	2009	Negro	Nafta	5	Manual	1.4	Hatchback	 280.000 	MLA811862338	car_dealer	none	Peugeot	207	Entre Ríos	San Salvador	San Salvador
Peugeot 207 1.4 Xs	23/10/2020	$	 570.000 	2009	Plateado	Nafta	5	Manual	1.4	Hatchback	 123.000 	MLA885108022	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	La Matanza	Gregorio de Laferrere
Peugeot 207 1.4 Xr	11/11/2020	$	 480.000 	2011		Nafta	4	Manual	1.4	Hatchback	 200.000 	MLA896790757	car_dealer	none	Peugeot	207	Santa Fe	Rosario	none
Peugeot 207 1.4 Allure Hdi 70cv	27/7/2020	$	 580.000 	2011		Diésel	5	Manual	1.4	Hatchback	 148.000 	MLA870383160	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	none
Peugeot 207 1.6 Xt	23/10/2020	$	 620.000 	2009	Gris	Nafta	5	Manual	1.6	Hatchback	 138.000 	MLA885104224	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Lanús	Lanús Oeste
Peugeot 207 1.4 Allure 75cv	12/3/2020	$	 780.000 	2013	Verde musgo	Nafta	3	Manual	1.4	Hatchback	 47.000 	MLA899860682	car_dealer	none	Peugeot	207	Buenos Aires Interior	Bragado	Bragado
Peugeot 207 1.4 Sedan Hdi Xs	17/12/2020	$	 675.000 	2012	Gris	Diésel	4	Manual	1.4	Sedán	 120.000 	MLA901450004	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Lanús	Lanús Oeste
Peugeot 207 1.4 Xr	14/12/2020	$	 690.000 	2011	Plateado	Nafta	4	Manual	1.4	Hatchback	 90.000 	MLA901021353	car_dealer	none	Peugeot	207	Mendoza	Godoy Cruz	Godoy Cruz
Peugeot 207 1.4 Sedan Active 75cv	12/2/2020	$	 750.000 	2013		Nafta	4	Manual	1.4	Sedán	 89.000 	MLA899714879	car_dealer	none	Peugeot	207	Buenos Aires Interior	Campana	none
Peugeot 207 1.4 Xr	12/1/2020	$	 700.000 	2010	Rojo	Nafta/GNC	4	Manual	1.4	Hatchback	 143.000 								
Peugeot 207 1.4 Xs	26/11/2020	$	 660.000 	2011	Blanco	Nafta	5	Manual	1.4	Hatchback	 89.000 	MLA898910555	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	San Isidro	Martínez
Peugeot 207 1.4 Xs	17/11/2020	$	 660.000 	2010	Gris	Nafta	5	Manual	1.4	Hatchback	 92.000 	MLA897637743	car_dealer	none	Peugeot	207	Santa Fe	Rosario	Tiro Suizo
Peugeot 207 1.4 Sedan Active 75cv	14/11/2020	$	 719.000 	2013		Nafta	4	Manual	1.4	Sedán	 98.000 	MLA897184040	car_dealer	none	Peugeot	207	Córdoba	Unión	none
Peugeot 207 1.6 Xs	11/12/2020	$	 550.000 	2010		Nafta	5	Manual	1.6	Hatchback	 11.111 	MLA896952755	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Malvinas Argentinas	none
Peugeot 207 1.6 Sedan Xt	11/11/2020	$	 620.000 	2011	Negro	Nafta	4	Manual	1.6	Sedán	 87.000 	MLA896727841	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Escobar	Matheu
Peugeot 207 207 SW XS	11/11/2020	$	 645.000 	2009		Nafta	5				 130.000 	MLA896685850	car_dealer	none	Peugeot	207	Buenos Aires Interior	Junín	none
Peugeot 207 1.4 Xr	27/10/2020	$	 580.000 	2009	Gris	Nafta	4	Manual	1.4	Hatchback	 94.000 	MLA885654363	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Almirante Brown	Adrogué
Peugeot 207 1.4 Allure 75cv	24/10/2020	$	 630.000 	2012		Nafta	3	Manual	1.4	Hatchback	 140.000 	MLA885248657	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Pilar	none
Peugeot 207 207 Compact Allure	15/10/2020	$	 600.000 	2012		Nafta	5				 110.000 	MLA884073109	car_dealer	none	Peugeot	207	Buenos Aires Interior	Arrecifes	none
Peugeot 207 1.4 Sedan Xs	28/9/2020	$	 595.000 	2011	Plateado	Nafta	4	Manual	1.4	Sedán	 142.000 	MLA881158692	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	Centro
Peugeot 207 XT 1.6 5 puertas	9/11/2020	$	 749.900 	2013	Gris	Nafta	5	Manual	1.6	Coupé	 130.000 								
Peugeot 207 1.4 Allure 75cv	20/8/2020	$	 720.000 	2011	Negro	Nafta	3	Manual	1.4	Hatchback	 97.000 	MLA874282305	car_dealer	none	Peugeot	207	Mendoza	Godoy Cruz	Godoy Cruz
Peugeot 207 1.4 Xr	26/7/2020	$	 660.000 	2012		Nafta	4	Manual	1.4	Hatchback	 92.000 	MLA902132262	car_dealer	none	Peugeot	207	Mendoza	Guaymallén	none
Peugeot 207 1.4 Allure 75cv	17/10/2020	$	 630.000 	2013		Nafta	3	Manual	1.4	Hatchback	 85.000 	MLA895932832	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	La Plata
Peugeot 207 1.4 Allure Hdi 70cv	11/3/2020	$	 690.000 	2013		Diésel	5	Manual	1.4	Hatchback	 60.000 	MLA886588412	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Avellaneda	none
Peugeot 207 1.4 Xr	9/12/2020	$	 530.000 	2011		Nafta	4	Manual	1.4	Hatchback	 130.000 	MLA878329170	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Quilmes	none
Peugeot 207 1.6 Xs	10/8/2020	$	 635.000 	2010	Gris	Nafta	5	Manual	1.6	Hatchback	 90.000 	MLA883018304	car_dealer	5_green	Peugeot	207	Bs.As. G.B.A. Sur	Quilmes	Quilmes Oeste
Peugeot 207 1.4 Sedan Allure 75cv	12/3/2020	$	 740.000 	2015		Nafta	4	Manual	1.4	Sedán	 67.000 	MLA899826820	normal	none	Peugeot	207	Entre Ríos	Concordia	none
Peugeot 207 1.4 Xr	12/2/2020	$	 419.520 	2011	Blanco	Nafta	4	Manual	1.4	Hatchback	 124.000 								
Peugeot 207 1.4 Active 75cv	16/11/2020	$	 685.000 	2014	Blanco	Nafta	5	Manual	1.4	Hatchback	 70.000 								
Peugeot 207 1.4 Sedan Xs	30/9/2020	$	 620.000 	2011		Nafta	4	Manual	1.4	Sedán	 140.000 	MLA881620611	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Lanús	none
Peugeot 207 1.4 Allure 75cv	17/8/2020	$	 630.000 	2013	Azul	Nafta	3	Manual	1.4	Hatchback	 92.000 								
Peugeot 207 1.4 Xs	27/7/2020	$	 550.000 	2011	Negro	Nafta	5	Manual	1.4	Hatchback	 75.123 	MLA870477002	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Oeste	La Matanza	Ramos Mejía
Peugeot 207 1.4 Xs	17/9/2020	$	 500.000 	2009		Nafta	5	Manual	1.4	Hatchback	 140.000 	MLA900562316	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	none
Peugeot 207 Cc Cabriolet	14/9/2020	U$S	 12.500 	2013		Nafta	3				 140.000 								
Peugeot 207 1.4 Active 75cv	12/12/2020	$	 589.000 	2013		Nafta	3	Manual	1.4	Hatchback	 130.000 	MLA900874578	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	La Matanza	none
Peugeot 207 1.4 Active 75cv	19/11/2020	$	 690.000 	2013	Gris	Nafta	3	Manual	1.4	Hatchback	 100.000 	MLA897971250	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Berazategui	Berazategui
Peugeot 207 1.4 Allure 75cv	27/11/2020	$	 750.000 	2013		Nafta	3	Manual	1.4	Hatchback	 17.000 	MLA899133401	normal	none	Peugeot	207	Bs.As. G.B.A. Sur	Lomas de Zamora	none
Peugeot 207 1.4 Xs	10/7/2020	$	 630.000 	2010		Nafta	5	Manual	1.4	Hatchback	 115.000 	MLA882780093	car_dealer	none	Peugeot	207	Córdoba	Córdoba	none
Peugeot 207 1.4 Xs	12/2/2020	$	 590.000 	2011		Nafta	5	Manual	1.4	Hatchback	 105.000 								
Peugeot 207 1.6 Sedan Xt	21/11/2020	$	 580.000 	2009	Gris oscuro	Nafta	4	Manual	1.6	Sedán	 35.000 	MLA898206190	car_dealer	none	Peugeot	207	Buenos Aires Interior	Junín	Junín
Peugeot 207 1.4 Allure 75cv	19/12/2020	$	 750.000 	2015	Blanco	Nafta	5	Manual	1.4	Hatchback	 65.000 	MLA901645453	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Avellaneda	Villa Domínico
Peugeot 207 1.6 Xs	18/11/2020	$	 570.000 	2010	Gris	Nafta	5	Manual	1.6	Hatchback	 114.000 	MLA897742460	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Tigre	Los Troncos del Talar
Peugeot 207 Compact 1.9 Xs	26/10/2020	$	 520.000 	2009	Gris	Diésel	4				 160.000 	MLA885442531	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Tigre	Los Troncos del Talar
Peugeot 207 1.4 Quiksilver 75cv	23/12/2020	$	 699.000 	2012		Nafta	5	Manual	1.4	Hatchback	 91.000 	MLA902121158	car_dealer	none	Peugeot	207	Córdoba	Córdoba	none
Peugeot 207 1.4 Sedan Allure 75cv	23/12/2020	$	 620.000 	2013	Blanco	Nafta	4	Manual	1.4	Sedán	 60.000 	MLA902095459	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Moreno	Paso del Rey
Peugeot 207 1.4 Allure 75cv	16/12/2020	$	 640.000 	2013		Nafta	3	Manual	1.4	Hatchback	 95.000 	MLA901300054	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	La Matanza	none
Peugeot 207 1.4 Sedan Allure 75cv	15/12/2020	$	 680.000 	2012		Nafta	4	Manual	1.4	Sedán	 95.000 	MLA901206666	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Lanús	none
Peugeot 207 1.6 Xt	15/12/2020	$	 580.000 	2009		Nafta	5	Manual	1.6	Hatchback	 158.000 	MLA901150299	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Tigre	Tigre
Peugeot 207 2.0 Sedan Xt Hdi	12/10/2020	$	 475.000 	2009	Gris	Diésel	4	Manual	2.0	Sedán	 364.000 	MLA900566812	car_dealer	none	Peugeot	207	Buenos Aires Interior	Lobos	none
Peugeot 207 1.4 Sedan Xs	12/4/2020	$	 728.000 	2011		Nafta	4	Manual	1.4	Sedán	 51.180 	MLA900001442	car_dealer	none	Peugeot	207	Buenos Aires Interior	Bragado	none
Peugeot 207 1.4 Xs	12/3/2020	$	 695.000 	2011	Gris	Nafta	5	Manual	1.4	Hatchback	 115.000 	MLA899862004	car_dealer	none	Peugeot	207	Mendoza	Guaymallén	Guaymallén
Peugeot 207 1.4 Allure 75cv	12/3/2020	$	 690.000 	2013	Blanco	Nafta	3	Manual	1.4	Hatchback	 100.000 	MLA899844399	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Centro
Peugeot 207 1.4 Xs	12/3/2020	$	 510.000 	2009	Gris	Nafta	5	Manual	1.4	Hatchback	 165.000 	MLA899816823	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Norte	Malvinas Argentinas	none
Peugeot 207 1.4 Xr	30/11/2020	$	 660.000 	2010	Gris	Nafta	4	Manual	1.4	Hatchback	 200.000 	MLA899461603	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Centro
Peugeot 207 1.4 Active 75cv	26/11/2020	$	 740.000 	2013	Gris	Nafta	3	Manual	1.4	Hatchback	 126.000 	MLA898902326	car_dealer	none	Peugeot	207	Mendoza	Godoy Cruz	Godoy Cruz
Peugeot 207 1.4 Active 75cv	26/11/2020	$	 589.000 	2012	Negro	Nafta	3	Manual	1.4	Hatchback	 58.000 	MLA898900875	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Castelar	none
Peugeot 207 1.4 Active 75cv	25/11/2020	$	 690.000 	2013	Plateado	Nafta	3	Manual	1.4	Hatchback	 87.000 	MLA898773513	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Escobar
Peugeot 207 1.4 Active 75cv	20/11/2020	$	 690.000 	2014	Gris	Nafta	5	Manual	1.4	Hatchback	 95.000 								
Peugeot 207 1.6 Xt	17/11/2020	$	 539.750 	2010	Gris	Nafta	5	Manual	1.6	Hatchback	 152.000 	MLA897628498	car_dealer	4_light_green	Peugeot	207	Bs.As. G.B.A. Norte	San Miguel	San Miguel
Peugeot 207 1.9 Sedan Xs	16/11/2020	$	 600.000 	2010		Diésel	4	Manual	1.9	Sedán	 137.000 								
Peugeot 207 2.0 Sedan Xt Hdi	11/12/2020	$	 695.000 	2010	Gris	Diésel	4	Manual	2.0	Sedán	 128.000 								
Peugeot 207 1.6 Allure 106cv	30/10/2020	$	 650.000 	2012		Nafta	5	Manual	1.6	Hatchback	 115.000 	MLA886115404	car_dealer	none	Peugeot	207	Buenos Aires Interior	Ramallo	none
Peugeot 207 1.4 Xs	21/10/2020	$	 650.000 	2012	Gris	Nafta	3	Manual	1.4	Hatchback	 100.000 	MLA884842394	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Villa Cabrera
Peugeot 207 1.4 Active 75cv	10/7/2020	$	 550.000 	2012	Azul	Nafta	5	Manual	1.4	Hatchback	 149.000 	MLA898761096	car_dealer	none	Peugeot	207	Buenos Aires Interior	Ayacucho	Ayacucho
Peugeot 207 1.4 Active 75cv	10/6/2020	$	 790.000 	2013	Negro	Nafta	3	Manual	1.4	Hatchback	 117.000 	MLA882623339	car_dealer	none	Peugeot	207	Córdoba	Córdoba	General Bustos
Peugeot 207 1.4 Active 75cv	28/9/2020	$	 725.000 	2012	Blanco	Nafta	3	Manual	1.4	Hatchback	 119.000 	MLA881195865	car_dealer	none	Peugeot	207	Mendoza	Tupungato	Tupungato
Peugeot 207 1.6 Xt	14/8/2020	$	 689.900 	2012		Nafta	3	Manual	1.6	Hatchback	 145.000 	MLA873341574	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Hurlingham	Hurlingham
Peugeot 207 1.4 Active 75cv	8/6/2020	$	 620.000 	2013	Rojo	Nafta/GNC	3	Manual	1.4	Hatchback	 90.000 	MLA901409013	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Quilmes	none
Peugeot 207 1.4 Active 75cv	8/2/2020	$	 650.000 	2014		Nafta	5	Manual	1.4	Hatchback	 147.000 								
Peugeot 207 1.4 Allure 75cv	8/1/2020	$	 650.000 	2011	Gris	Nafta	3	Manual	1.4	Hatchback	 102.000 	MLA886005182	car_dealer	none	Peugeot	207	Mendoza	Guaymallén	none
Peugeot 207 1.4 Xr	29/7/2020	$	 610.000 	2012	Blanco	Nafta	4	Manual	1.4	Hatchback	 140.000 								
Peugeot 207 1.4 Allure 75cv	20/6/2020	$	 720.000 	2013	Gris	Nafta	3	Manual	1.4	Hatchback	 107.000 	MLA895936020	car_dealer	none	Peugeot	207	Buenos Aires Interior	Junín	Junín
Peugeot 207 1.6 Xt	10/10/2019	$	 586.000 	2012		Nafta	3	Manual	1.6	Hatchback	 115.000 	MLA819161925	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	La Plata	none
Peugeot 207 1.4 Allure 75cv	27/11/2020	$	 790.000 	2016	Gris	Nafta	5	Manual	1.4	Hatchback	 82.000 	MLA899037075	car_dealer	none	Peugeot	207	San Luis	San Luis	San Luis
Peugeot 207 1.4 Xr	24/11/2020	$	 660.000 	2012	Azul	Nafta	4	Manual	1.4	Hatchback	 96.300 	MLA898587068	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Oeste	Morón	none
Peugeot 207 1.4 Sedan Allure 75cv	27/8/2020	$	 780.000 	2014		Nafta	4	Manual	1.4	Sedán	 80.000 	MLA875390387	car_dealer	none	Peugeot	207	Mendoza	Guaymallén	none
Peugeot 207 1.4 Xr	12/1/2020	$	 419.500 	2011	Blanco	Nafta	4	Manual	1.4	Hatchback	 124.000 								
Peugeot 207 1.4 Sedan Xr	28/10/2020	$	 650.000 	2011		Nafta	4	Manual	1.4	Sedán	 68.000 	MLA885892072	car_dealer	none	Peugeot	207	Santa Fe	Funes	none
Peugeot 207 Xt Hdi Premium Techo Oportunidad!!! Argemotors	14/12/2020	$	 680.000 	2010	Gris	Diésel	5	Manual		Hatchback	 80.000 	MLA901102117	car_dealer	4_light_green	Peugeot	207	Capital Federal	Capital Federal	Villa del Parque
Peugeot 207 1.6 Feline 106cv	11/4/2020	$	 620.000 	2013		Nafta	3	Manual	1.6	Hatchback	 134.000 	MLA886831727	normal	none	Peugeot	207	Capital Federal	Capital Federal	none
Peugeot 207 1.4 Sedan Active 75cv	9/8/2020	$	 780.000 	2014	Gris	Nafta	4	Manual	1.4	Sedán	 52.000 	MLA895913948	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Las Palmas
Peugeot 207 1.4 Allure 75cv	27/10/2020	$	 650.000 	2013		Nafta	3	Manual	1.4	Hatchback	 97.000 	MLA885746371	normal	none	Peugeot	207	Córdoba	Córdoba	none
Peugeot 207 1.6 Xs	30/11/2020	$	 630.000 	2010	Negro	Nafta	5	Manual	1.6	Hatchback	 89.000 	MLA899407267	car_dealer	none	Peugeot	207	Capital Federal	Capital Federal	Caballito
Peugeot 207 1.6 Gti 156cv	18/10/2020	$	 1.050.000 	2012		Nafta	2	Manual	1.6	Hatchback	 80.600 	MLA901817685	car_dealer	none	Peugeot	207	Bs.As. Costa Atlántica	Mar del Plata	none
Peugeot 207 1.6 Sedan Xt	14/12/2020	$	 570.000 	2011		Nafta	4	Manual	1.6	Sedán	 91.000 	MLA901093626	normal	none	Peugeot	207	Tierra del Fuego	Río Grande	none
Peugeot 207 2.0 Sedan Xt Hdi	8/7/2020	$	 650.000 	2009	Negro	Diésel	4	Manual	2.0	Sedán	 168.000 	MLA872228414	car_dealer	none	Peugeot	207	Bs.As. G.B.A. Sur	Lanús	Valentín Alsina
Peugeot 207 1.4 Allure 75cv	12/5/2020	$	 625.000 	2013		Nafta	3	Manual	1.4	Hatchback	 95.000 	MLA900051283	normal	none	Peugeot	207	Bs.As. G.B.A. Norte	San Fernando	none
Peugeot 207 1.6 Xs	12/12/2020	$	 520.500 	2009	Azul metalizado	Nafta	5	Manual	1.6	Hatchback	 97.000 	MLA900829335	car_dealer	4_light_green	Peugeot	207	Capital Federal	Capital Federal	Villa Urquiza
Peugeot 207 1.9D XS	16/11/2020	$	 599.000 	2011	Blanco	Diésel	5	Manual		Hatchback	 105.000 	MLA897417436	car_dealer	none	Peugeot	207	Córdoba	Córdoba	Ameghino Norte
Peugeot 207 1.4 Sedan Xr	31/7/2020	$	 670.000 	2012	Gris	Nafta	4	Manual	1.4	Sedán	 139.000 	MLA899810283	normal	none	Peugeot	207	Córdoba	Córdoba	Marqués de Sobremonte
Peugeot 207	12/1/2020	$	 620.000 	2009	Azul	Diésel	5	Manual	1.9	Sedán	 95.000 								
